date,sorted_tags,paper,paper_country,mentioned_countries,headline,summary,news,link
21/5/2020,coronavirus;technology,Guardian,UK,, Bereaved families call for urgent inquiry into UK Covid-19 response, Founder of Facebook group with 200 members claims lockdown delay caused avoidable deaths, founder facebook group 200 members claims lockdown delay caused avoidable deaths,https://www.theguardian.com/uk-news/2020/may/21/bereaved-families-call-for-urgent-inquiry-into-uk-covid-19-response-coronavirus
21/5/2020,government;technology;coronavirus,Guardian,UK,bangladesh, ‘It’s great for morale’: doctors welcome NHS surcharge U-turn, Frontline staff ‘amazed’ at government’s decision to scrap charge for migrant health workers, frontline staff ‘amazed’ government’s decision scrap charge migrant health workers,https://www.theguardian.com/society/2020/may/21/its-great-for-morale-doctors-welcome-nhs-surcharge-u-turn
21/5/2020,coronavirus;technology,Guardian,UK,ireland, Nicola Sturgeon to ease coronavirus lockdown rules in Scotland, Sunbathing  meeting friends and some sports allowed from 28 May – and schools to reopen in August, sunbathing  meeting friends sports allowed 28 may – schools reopen august,https://www.theguardian.com/world/2020/may/21/nicola-sturgeon-eases-coronavirus-lockdown-rules-in-scotland
21/5/2020,coronavirus;technology,Guardian,UK,germany;spain;italy, Data reveals British public's relaxed attitude to lockdown rules, Google mobile data shows increase in number of trips to parks even prior to official easing, google mobile data shows increase number trips parks even prior official easing,https://www.theguardian.com/world/2020/may/21/data-public-uk-relaxed-attitude-lockdown-restrictions
21/5/2020,coronavirus;technology,Guardian,UK,, AstraZeneca could supply potential coronavirus vaccine from September, Firm has capacity to make 1bn doses of Oxford University drug undergoing trials, firm capacity make 1bn doses oxford university drug undergoing trials,https://www.theguardian.com/world/2020/may/21/astrazeneca-could-supply-potential-coronavirus-vaccine-from-september
21/5/2020,coronavirus;technology,Guardian,UK,, More than 50 000 RBS staff to work from home until at least September, Bank memo also outlines new Covid-19 safety rules for 400 employees returning in June, bank memo also outlines new covid 19 safety rules 400 employees returning june,https://www.theguardian.com/business/2020/may/21/rbs-staff-work-from-home-september-bank-covid-19-safety
21/5/2020,coronavirus;technology,Guardian,UK,, UK competition watchdog investigates holiday firms over refunds, CMA says airlines and holiday firms subject of 27 000 of 60 000 complaints related to Covid-19, cma says airlines holiday firms subject 27 000 60 000 complaints related covid 19,https://www.theguardian.com/business/2020/may/21/uk-competition-watchdog-investigating-holiday-firms-refusing-refunds-airlines-complaints-covid-19
21/5/2020,coronavirus;technology,Guardian,UK,, UK economy set for slow rebound from 'unprecedented slump', Coronavirus and looming Brexit means recovery ‘measured in years  not months’  says survey, coronavirus looming brexit means recovery ‘measured years  months’  says survey,https://www.theguardian.com/business/2020/may/21/uk-economy-set-for-slow-rebound-from-unprecedented-slump
21/5/2020,technology;coronavirus,Guardian,UK,china;germany, Call for reprisals over China's Hong Kong security proposals, Lord Patten  last British governor of Hong Kong  urges UK and US to resist ‘assault on freedoms’, lord patten  last british governor hong kong  urges uk us resist ‘assault freedoms’,https://www.theguardian.com/world/2020/may/21/china-to-propose-controversial-hong-kong-security-measure
21/5/2020,coronavirus;government,Guardian,UK,germany, Germany braced for more protests against coronavirus policies, Minister urges people not to join rallies that include conspiracy theorists  anti-vaxxers and antisemites, minister urges people join rallies include conspiracy theorists  anti vaxxers antisemites,https://www.theguardian.com/world/2020/may/21/germany-braced-for-more-protests-against-coronavirus-polices
21/5/2020,coronavirus;government,Guardian,UK,italy;australia, Italy's lockdown has taken heavy toll on mental health  say psychologists, Survey reveals 80% of people need support to cope with impact of coronavirus crisis, survey reveals 80  people need support cope impact coronavirus crisis,https://www.theguardian.com/world/2020/may/21/italy-lockdown-mental-health-psychologists-coronavirus
21/5/2020,coronavirus;technology,Guardian,UK,, Dagestan doctors speak out over 'tragically high' death toll, Russian region’s official Covid-19 toll is 36 but 659 pneumonia deaths have been recorded, russian region’s official covid 19 toll 36 659 pneumonia deaths recorded,https://www.theguardian.com/world/2020/may/21/dagestan-doctors-speak-out-over-tragically-high-death-toll
21/5/2020,coronavirus;technology,Guardian,UK,suriname;guyana;netherlands, Suriname election: can pandemic help outlaw leader get away with murder?, Coronavirus has stalled opposition’s momentum against president who was recently found guilty of mass murder as country heads into an election, coronavirus stalled opposition’s momentum president recently found guilty mass murder country heads election,https://www.theguardian.com/world/2020/may/21/suriname-election-coronavirus-president-desi-bouterse
21/5/2020,technology;coronavirus,Guardian,UK,bangladesh;india, Kolkata surveys damage after bearing brunt of Cyclone Amphan, State chief minister says areas of city will have to be rebuilt from scratch after deadly storm, state chief minister says areas city rebuilt scratch deadly storm,https://www.theguardian.com/world/2020/may/21/kolkata-surveys-damage-after-bearing-brunt-of-cyclone-amphan
21/5/2020,coronavirus;technology,Guardian,UK,india, Modi's plan to rebuild India's parliament draws fierce criticism, Anish Kapoor among those pouring scorn on redevelopment of Lutyens’ central vista  branding it an act of ‘political fanaticism’, anish kapoor among pouring scorn redevelopment lutyens’ central vista  branding act ‘political fanaticism’,https://www.theguardian.com/world/2020/may/21/modis-plan-to-rebuild-india-parliament-draws-fierce-criticism-anish-kapoor
22/5/2020,coronavirus;technology,Guardian,UK,, Pressure on Dominic Cummings to quit over lockdown breach, Exclusive: PM’s adviser was with parents away from London home when he had coronavirus symptoms, exclusive  pm’s adviser parents away london home coronavirus symptoms,https://www.theguardian.com/politics/2020/may/22/dominic-cummings-durham-trip-coronavirus-lockdown
22/5/2020,coronavirus,Guardian,UK,, Dominic Cummings  coronavirus and lockdown – a timeline, , ,https://www.theguardian.com/world/2020/may/22/dominic-cummings-coronavirus-and-lockdown-a-timeline
22/5/2020,coronavirus,Guardian,UK,france, Top chefs turn their hand to takeaways during pandemic, Michelin-star chefs everywhere have started rethinking their menus and delivering food, michelin star chefs everywhere started rethinking menus delivering food,https://www.theguardian.com/food/2020/may/22/top-chefs-turn-their-hand-to-takeaways-during-coronavirus-pandemic
22/5/2020,coronavirus,Guardian,UK,, Why we might not get a coronavirus vaccine, , ,https://www.theguardian.com/world/2020/may/22/why-we-might-not-get-a-coronavirus-vaccine
22/5/2020,coronavirus;technology,Guardian,UK,china;ireland, Business groups brand UK's quarantine plan for arrivals 'isolationist', All incomers – including British citizens – must disclose where they will be staying  Priti Patel says, incomers – including british citizens – must disclose staying  priti patel says,https://www.theguardian.com/uk-news/2020/may/22/uk-arrivals-8-june-quarantine-for-14-days-coronavirus
22/5/2020,coronavirus;technology,Guardian,UK,china;ireland, UK quarantine plan: what will it mean for travellers?, Major shift in border policy will require people arriving in UK to self-isolate for 14 days, major shift border policy require people arriving uk self isolate 14 days,https://www.theguardian.com/world/2020/may/22/uk-quarantine-plan-what-will-it-mean-for-travellers
22/5/2020,technology;coronavirus,Guardian,UK,germany;pakistan, Quarantine rules pose problems for F1  Champions League and Tests, , ,https://www.theguardian.com/sport/2020/may/22/quarantine-rules-pose-problems-for-f1-champions-league-and-tests
22/5/2020,technology;coronavirus,Guardian,UK,, Let's stop clapping for the NHS  says woman who started the ritual, Dutch national living in London fears Clap for Carers during coronavirus lockdown has become politicised, dutch national living london fears clap carers coronavirus lockdown become politicised,https://www.theguardian.com/world/2020/may/22/lets-stop-clapping-for-the-nhs-says-woman-who-started-the-ritual
22/5/2020,technology;coronavirus,Guardian,UK,china, Boris Johnson forced to reduce Huawei’s role in UK’s 5G networks, PM set to shrink Chinese firm’s involvement to zero by 2023 after caving to backbench pressure, pm set shrink chinese firm’s involvement zero 2023 caving backbench pressure,https://www.theguardian.com/technology/2020/may/22/boris-johnson-forced-to-reduce-huaweis-role-in-uks-5g-networks
22/5/2020,coronavirus;government,Guardian,UK,, Reopening schools on 1 June will be logistical nightmare  say teachers, Teachers express concern about pupils returning while coronavirus still a threat in accounts sent to the Guardian, teachers express concern pupils returning coronavirus still threat accounts sent guardian,https://www.theguardian.com/world/2020/may/22/reopening-schools-1-june-logistical-nightmare-teachers--coronavirus
22/5/2020,technology;coronavirus,Guardian,UK,, Scientists warn 1 June is too early for schools to reopen in England, Independent Sage committee says more time is needed to set up coronavirus track and trace, independent sage committee says time needed set coronavirus track trace,https://www.theguardian.com/education/2020/may/22/scientists-warn-1-june-too-early-schools-reopen-england-coronavirus-track-trace
22/5/2020,technology;coronavirus,Guardian,UK,ireland, Ministers rejected school reopening plan recommended by Sage experts, Documents reveal that PM’s current plan was not among those modelled for scientists, documents reveal pm’s current plan among modelled scientists,https://www.theguardian.com/education/2020/may/22/ministers-rejected-school-reopening-plan-recommended-by-sage-experts
22/5/2020,technology,Guardian,UK,australia;china;germany;france;netherlands;singapore, Distancing advice in England could change to allow closer contact, Precautionary 2 metre guidance out of step with advice of other countries  which typically recommend 1 metre, precautionary 2 metre guidance step advice countries  typically recommend 1 metre,https://www.theguardian.com/world/2020/may/22/distancing-advice-in-england-could-change-to-allow-closer-contact-2-metre
22/5/2020,coronavirus;technology,Guardian,UK,australia, Children half as likely as adults to get coronavirus  study says, Under-20s appear 56% less likely to contract Covid-19  preliminary evidence suggests, 20s appear 56  less likely contract covid 19  preliminary evidence suggests,https://www.theguardian.com/science/2020/may/22/children-covid-19-adults-data-coronavirus
22/5/2020,coronavirus;technology,Guardian,UK,, Tributes paid to cab driver who died of Covid-19 after being spat at, Heartbroken partner says she has written to Boris Johnson to highlight Trevor Belle’s case, heartbroken partner says written boris johnson highlight trevor belle’s case,https://www.theguardian.com/uk-news/2020/may/22/tributes-paid-to-cab-driver-who-died-of-covid-19-after-being-spat-at
16/4/2020,coronavirus;technology,Guardian,UK,austria;switzerland;congo;iraq;jamaica;philippines;zimbabwe, Doctors  nurses  porters  volunteers: the UK health workers who have died from Covid-19, A project to remember those who lost their lives working in hospitals  surgeries and care homes during the coronavirus outbreakby Sarah Marsh, project remember lost lives working hospitals  surgeries care homes coronavirus outbreakby sarah marsh,https://www.theguardian.com/world/2020/apr/16/doctors-nurses-porters-volunteers-the-uk-health-workers-who-have-died-from-covid-19
22/5/2020,technology;coronavirus,Guardian,UK,china, Chinese security forces could be deployed in Hong Kong under new law, Hong Kong officials indicate powers will be used to try to suppress pro-democracy protests, hong kong officials indicate powers used try suppress pro democracy protests,https://www.theguardian.com/world/2020/may/22/chinese-security-forces-could-be-deployed-in-hong-kong-under-new-law
22/5/2020,government;coronavirus,Guardian,UK,china, Fear and fighting spirit in Hong Kong as China 'rams through' security law, Beijing’s push to impose legislation is seen as fresh rallying point for an anti-government movement that had lost focus, beijing’s push impose legislation seen fresh rallying point anti government movement lost focus,https://www.theguardian.com/world/2020/may/22/fear-and-fighting-spirit-in-hong-kong-as-china-rams-through-security-law
22/5/2020,coronavirus;technology,Guardian,UK,china;australia;canada, UK has too much at stake to confront China over Hong Kong, Former colonial power can seek to change China’s mind but is wary of enlisting in a trade war, former colonial power seek change china’s mind wary enlisting trade war,https://www.theguardian.com/politics/2020/may/22/uk-has-too-much-at-stake-to-confront-china-over-hong-kong
22/5/2020,coronavirus,Guardian,UK,, Coronavirus will reshape our cities – we just don't know how yet, , ,https://www.theguardian.com/world/2020/may/22/coronavirus-will-reshape-our-cities-we-just-dont-know-how-yet
22/5/2020,technology;coronavirus,Guardian,UK,pakistan, Dozens killed as passenger plane crashes near Karachi airport, Pakistan International Airlines plane arriving from Lahore comes down in residential area, pakistan international airlines plane arriving lahore comes residential area,https://www.theguardian.com/world/2020/may/22/pakistan-passenger-plane-crashes-near-karachi
25/5/2020,coronavirus,Guardian,UK,jersey, Joe Biden forced to make his fundraisers fully virtual – bar the price tag, The pandemic has led the presumptive Democratic nominee  like other politicians to take his high-dollar events online, pandemic led presumptive democratic nominee  like politicians take high dollar events online,https://www.theguardian.com/us-news/2020/may/25/joe-biden-fundraisers-virtual-online
22/5/2020,coronavirus;technology,Guardian,UK,, Pictures show Donald Trump wearing mask after Ford factory row, President says he did not want to ‘give press the pleasure’ of seeing him in face mask, president says want ‘give press pleasure’ seeing face mask,https://www.theguardian.com/us-news/2020/may/22/pictures-show-donald-trump-wearing-mask-after-ford-factory-row
22/5/2020,coronavirus;technology,Guardian,UK,, UK mortgage payment holiday extended by three months, Treasury also extends ban on home repossessions to 31 October amid Covid-19 crisis, treasury also extends ban home repossessions 31 october amid covid 19 crisis,https://www.theguardian.com/money/2020/may/22/uk-mortgage-payment-holiday-extended-by-three-months-covid-19
22/5/2020,coronavirus;technology,Guardian,UK,, Shearings coach travel owner SLG collapses with 2 500 job losses, Thousands of tours  cruises  holidays and hotel breaks cancelled as coronavirus crisis pushes firm into administration, thousands tours  cruises  holidays hotel breaks cancelled coronavirus crisis pushes firm administration,https://www.theguardian.com/business/2020/may/22/uk-holiday-firm-slg-collapses-with-2500-job-losses
22/5/2020,government;coronavirus,Guardian,UK,, UK government borrows record £62bn as high street feels strain of crisis, Consumer spending plummeted 18% in April revealing stark impact of coronavirus restrictions, consumer spending plummeted 18  april revealing stark impact coronavirus restrictions,https://www.theguardian.com/world/2020/may/22/government-forced-to-borrow-62bn-as-high-street-feels--coronavirus-strain-of-crisis
22/5/2020,technology;coronavirus,Guardian,UK,, Brewers Carlsberg UK and Marston's announce merger, Smaller breweries warn deal could harm independent beer firms, smaller breweries warn deal could harm independent beer firms,https://www.theguardian.com/business/2020/may/22/beer-brewers-carlsberg-and-marstons-announce-uk-merger
22/5/2020,coronavirus;technology,Guardian,UK,argentina, Argentina set for default as bondholders reject new terms, Talks to restructure ‘unsustainable’ debt held by overseas investors continue, talks restructure ‘unsustainable’ debt held overseas investors continue,https://www.theguardian.com/world/2020/may/22/argentina-set-for-default-as-bondholders-reject-new-terms
22/5/2020,coronavirus;technology,Guardian,UK,, EasyJet founder Stelios fails in attempt to oust chairman and CEO, Haji-Ioannou wants cancellation of £4.5bn Airbus order for more than 100 aircraft, haji ioannou wants cancellation £4 5bn airbus order 100 aircraft,https://www.theguardian.com/business/2020/may/22/easyjet-founder-stelios-fails-in-attempt-to-oust-chairman-and-ceo
23/5/2020,technology;coronavirus,Guardian,UK,turkey, Two wheels good … Bike sales soar as UK takes to cycling, Stores sell out of bikes as soon as they are delivered with sales tripling and repair shops booming, stores sell bikes soon delivered sales tripling repair shops booming,https://www.theguardian.com/lifeandstyle/2020/may/23/two-wheels-good-bike-sales-soar-as-uk-takes-to-cycling
23/5/2020,technology;coronavirus,Guardian,UK,, Paint  pallets and a chicken coop: how DIY and upcycling can save cash, Lockdown provides opportunity to start the home improvement projects you have been putting off, lockdown provides opportunity start home improvement projects putting,https://www.theguardian.com/money/2020/may/23/paint-diy-and-save-cash-lockdown
12/6/2020,coronavirus;technology,Guardian,UK,, UK GDP falls by record 20.4% in April as lockdown paralyses economy, Latest figures are double the drop during the miners’ strikes and winter of discontent in the 1970s, latest figures double drop miners’ strikes winter discontent 1970s,https://www.theguardian.com/business/2020/jun/12/britains-gdp-falls-204-in-april-as-economy-is-paralysed-by-lockdown
12/6/2020,technology;coronavirus,Guardian,UK,, Boris Johnson 'stoking fear and division' ahead of BLM protests, Critics say PM’s claim that George Floyd protests ‘hijacked by extremists’ is dangerous, critics say pm’s claim george floyd protests ‘hijacked extremists’ dangerous,https://www.theguardian.com/world/2020/jun/12/boris-johnson-stoking-fear-and-division-ahead-of-blm-protests
12/6/2020,coronavirus;technology,Guardian,UK,, Chief nurse dropped from No 10 briefing 'for not backing Cummings', Ruth May was taken off daily briefing after failing to back PM’s adviser over Durham trip, ruth may taken daily briefing failing back pm’s adviser durham trip,https://www.theguardian.com/politics/2020/jun/12/chief-nurse-dropped-from-no-10-briefing-for-not-backing-cummings
12/6/2020,coronavirus,Guardian,UK,, 'Glam up for gee-gees' the call as racefans play Royal Ascot at home, The Queen and the crowds will not be there for the first time but people are urged to dress up as if the virus did not exist, queen crowds first time people urged dress virus exist,https://www.theguardian.com/sport/2020/jun/12/glam-up-for-gee-gees-the-call-as-racefans-plays-royal-ascot-at-home-horse-racing
12/6/2020,coronavirus;technology,Guardian,UK,, Johnson's 'culture war' trap seems designed for Corbyn  not Starmer, As No 10 hopes to divide Labour on statues and TV archives  its leader has made practical demands on race inequality, 10 hopes divide labour statues tv archives  leader made practical demands race inequality,https://www.theguardian.com/world/2020/jun/12/johnsons-culture-war-trap-seems-designed-for-corbyn-not-starmer
12/6/2020,coronavirus;technology,Guardian,UK,, Greene King pubs to reopen with perspex screens and controlled toilets, Chain spends £15m to get ready for post-lockdown return of ‘the great British pub’, chain spends £15m get ready post lockdown return ‘the great british pub’,https://www.theguardian.com/business/2020/jun/12/greene-king-pubs-to-reopen-with-perspex-bar-screens-and-controlled-toilets
13/6/2020,coronavirus;technology,Guardian,UK,, How high street shops in England plan to trade from Monday, Non-essential shops are reopening for business after coronavirus lockdown, non essential shops reopening business coronavirus lockdown,https://www.theguardian.com/business/2020/jun/13/how-high-street-shops-in-england-plan-to-trade-from-monday
12/6/2020,government;coronavirus;technology,Guardian,UK,ireland, Headteachers berate non-stop guidance changes for England's schools, Government’s failure to give clear advice over reopening has left teachers exhausted  say heads, government’s failure give clear advice reopening left teachers exhausted  say heads,https://www.theguardian.com/education/2020/jun/12/headteachers-berate-non-stop-guidance-changes-for-englands-schools
12/6/2020,coronavirus,Guardian,UK,australia, All together now: virtual choirs thrive amid lockdown, NHS choirs are among those flourishing online  helping to boost wellbeing and morale among staff, nhs choirs among flourishing online  helping boost wellbeing morale among staff,https://www.theguardian.com/music/2020/jun/12/singing-together-nice-virtual-choirs-thrive-amid-lockdown-nhs
12/6/2020,coronavirus;technology,Guardian,UK,, Matt Hancock faces legal action from daughter of Covid-19 care home victim, Minister accused of ‘litany of failures’ and misleading public over protecting care homes, minister accused ‘litany failures’ misleading public protecting care homes,https://www.theguardian.com/world/2020/jun/12/matt-hancock-faces-legal-action-from-daughter-of-covid-19-care-home-victim
12/6/2020,coronavirus;technology,Guardian,UK,, Bereaved relatives call for immediate inquiry into Covid-19 crisis, Lawyers for 450 people call on Boris Johnson to start public inquiry to help prevent deaths, lawyers 450 people call boris johnson start public inquiry help prevent deaths,https://www.theguardian.com/world/2020/jun/12/bereaved-relatives-call-for-immediate-inquiry-into-covid-19-crisis
13/6/2020,coronavirus;technology,Guardian,UK,, BMA demands answers over missing BAME pages of Covid-19 report, Letter to health secretary calls for urgent publication of suggested safeguards for BAME communities, letter health secretary calls urgent publication suggested safeguards bame communities,https://www.theguardian.com/world/2020/jun/13/bma-demands-answers-over-missing-bame-pages-of-covid-19-report
12/6/2020,technology;coronavirus,Guardian,UK,, Critics decry Trump election rally in city of Tulsa race massacre on Juneteenth, Rally to be held on anniversary of end of slavery  in city where white mobs killed up to 300 black people, rally held anniversary end slavery  city white mobs killed 300 black people,https://www.theguardian.com/world/2020/jun/12/trump-to-hold-election-rally-in-city-of-tulsa-race-massacre-on-juneteenth
12/6/2020,technology;coronavirus,Guardian,UK,australia, Indigenous inequality in spotlight as Australia faces reckoning on race, Campaigners frustrated that it took an African American man’s death to bring their own plight into focus, campaigners frustrated took african american man’s death bring plight focus,https://www.theguardian.com/australia-news/2020/jun/12/indiginous-inequality-in-spotlight-as-australia-faces-reckoning-on-race
12/6/2020,coronavirus;technology,Guardian,UK,china;india, 'China's lifeblood': street hawkers make surprise return to fire up ailing economy, Once discouraged in favour of modern  smarter cities  vendors have been praised by Beijing in a bid to keep low-skilled people in work after coronavirusCoronavirus latest updates India cases surge as lockdown eases, discouraged favour modern  smarter cities  vendors praised beijing bid keep low skilled people work coronaviruscoronavirus latest updates india cases surge lockdown eases,https://www.theguardian.com/world/2020/jun/12/chinas-lifeblood-street-hawkers-make-surprise-return-to-fire-up-ailing-economy
12/6/2020,coronavirus,Guardian,UK,india, India's coronavirus agony: 'I did everything to save my wife and baby', , ,https://www.theguardian.com/world/2020/jun/12/india-coronavirus-agony-i-did-everything-to-save-my-wife-and-baby
12/6/2020,coronavirus;technology,Guardian,UK,brazil, Brazil overtakes UK with world's second-highest Covid-19 death toll, Tally published by coalition of news outlets compiling stats since Brazil’s health ministry was accused of seeking to conceal figures, tally published coalition news outlets compiling stats since brazil’s health ministry accused seeking conceal figures,https://www.theguardian.com/world/2020/jun/12/brazil-coronavirus-death-toll-second-highest
13/6/2020,coronavirus;technology,Guardian,UK,belgium;france;luxembourg;netherlands, Paris museum reopens with stories of frantic wartime exodus, Visitors may find echoes of early 1940s Europe in present-day fears and uncertainties, visitors may find echoes early 1940s europe present day fears uncertainties,https://www.theguardian.com/world/2020/jun/13/paris-museum-reopens-with-stories-of-frantic-wartime-exodus
12/6/2020,technology,Guardian,UK,, Capturing the cry for change: photographers on the BLM protests, Since the killing of George Floyd in Minneapolis a huge uproar of protests against racism and police brutality has swept through more than 750 cities and towns all across America. Four black photographers write about their experiences covering the Black Lives Matter demonstrations  and what the protests mean to them, since killing george floyd minneapolis huge uproar protests racism police brutality swept 750 cities towns across america  four black photographers write experiences covering black lives matter demonstrations  protests mean,https://www.theguardian.com/media/2020/jun/12/capturing-the-cry-for-change-photographers-on-the-blm-protests
12/6/2020,technology;coronavirus,Guardian,UK,, Calamitous GDP figures show UK economy has fallen off a cliff, It goes without saying that the 20.4% contraction in April is the worst on record, goes without saying 20 4  contraction april worst record,https://www.theguardian.com/business/2020/jun/12/calamitous-gdp-figures-show-uk-economy-has-fallen-off-a-cliff
12/6/2020,technology;government,Guardian,UK,iceland, 'There are lots of BAME candidates': UK boardrooms fail to embrace diversity, FTSE recruiters are not looking hard enough  says Gate Ventures CEO Tevin Tobun, ftse recruiters looking hard enough  says gate ventures ceo tevin tobun,https://www.theguardian.com/business/2020/jun/12/there-are-lots-of-bame-candidates-uk-boardrooms-fail-to-embrace-diversity
13/6/2020,coronavirus;technology,Guardian,UK,india, Big online learning provider faces calls for refunds after complaints, Shaw Academy is being investigated by Trustpilot over reviews amid soaring student numbers in lockdown, shaw academy investigated trustpilot reviews amid soaring student numbers lockdown,https://www.theguardian.com/education/2020/jun/13/big-online-learning-provider-faces-calls-for-refunds-after-complaints
13/6/2020,technology;coronavirus,Guardian,UK,belgium;germany;denmark;netherlands, 'The Netflix of bikes': will a bicycle rental scheme catch on?, Buzzbike hopes to tempt workers returning to the office as lockdown eases to try out its scheme, buzzbike hopes tempt workers returning office lockdown eases try scheme,https://www.theguardian.com/lifeandstyle/2020/jun/13/the-netflix-of-bikes-will-a-bicycle-rental-scheme-catch-on
13/6/2020,coronavirus;technology,Guardian,UK,, Ethical investments are outperforming traditional funds, Evidence suggests that environmentally focused investing is becoming mainstream, evidence suggests environmentally focused investing becoming mainstream,https://www.theguardian.com/money/2020/jun/13/ethical-investments-are-outperforming-traditional-funds
24/5/2020,government;technology;coronavirus,Guardian,UK,ireland, Johnson's defence of Cummings sparks anger from allies and opponents alike, Possible police investigation of aide is latest in series of Guardian disclosures that have rocked the government, possible police investigation aide latest series guardian disclosures rocked government,https://www.theguardian.com/politics/2020/may/24/boris-johnson-defence-dominic-cummings-anger-from-allies-and-opponents-alike
24/5/2020,technology;coronavirus,Guardian,UK,china, Hong Kong protests: police fire teargas as thousands rally against Beijing's national security law, Armoured vehicles and water cannon deployed earlier to tackle protests amid China plans to force through security laws, armoured vehicles water cannon deployed earlier tackle protests amid china plans force security laws,https://www.theguardian.com/world/2020/may/24/hong-kong-protests-unauthorised-rally-police-china-laws
24/5/2020,coronavirus;technology,Guardian,UK,china, Beijing to impose Hong Kong security laws 'without delay', China says it will rush through anti-sedition law as police fire teargas at protesters, china says rush anti sedition law police fire teargas protesters,https://www.theguardian.com/world/2020/may/24/beijing-to-impose-hong-kong-security-laws-without-delay
24/5/2020,technology;coronavirus,Guardian,UK,ireland, Tory whips apologise for urging MPs to support Dominic Cummings, Ministers face anger from constituents after defending aide’s 264-mile lockdown trip to Durham, ministers face anger constituents defending aide’s 264 mile lockdown trip durham,https://www.theguardian.com/world/2020/may/24/tory-whips-apologise-for-urging-mps-to-support-dominic-cummings
24/5/2020,technology;coronavirus,Guardian,UK,, Dominic Cummings timeline: what we know about his movements, How No 10’s claims about the adviser’s breach of lockdown square with the public record, 10’s claims adviser’s breach lockdown square public record,https://www.theguardian.com/politics/2020/may/24/dominic-cummings-timeline-what-we-know-about-his-movements
24/5/2020,coronavirus;government,Guardian,UK,, Defending Cummings: questions answered - and skirted over, Boris Johnson’s support of his chief adviser’s travelling during lockdown omitted key facts and sparked further fury, boris johnson’s support chief adviser’s travelling lockdown omitted key facts sparked fury,https://www.theguardian.com/politics/2020/may/24/defending-cummings-questions-answered-and-skirted-over
24/5/2020,coronavirus;technology,Guardian,UK,, Anger across Britain at Dominic Cummings's 260-mile lockdown trek, Behaviour of PM’s chief adviser described as ‘arrogance personified’, behaviour pm’s chief adviser described ‘arrogance personified’,https://www.theguardian.com/politics/2020/may/24/anger-across-britain-at-dominic-cummingss-260-mile-lockdown-trek
24/5/2020,technology;coronavirus,Guardian,UK,, Catching the travel bug: Cummings's take on virus puts Shapps in hot seat, Unable to defend the indefensible  transport secretary prefers his duel to be about a dual carriageway, unable defend indefensible  transport secretary prefers duel dual carriageway,https://www.theguardian.com/politics/2020/may/24/catching-the-travel-bug-cummings-take-on-virus-puts-grant-in-hot-seat
25/5/2020,coronavirus;technology,Guardian,UK,, Southbank Centre warns it may have to stay closed until spring 2021, London arts organisation calls for more funds as Covid-19 lockdown hits cash reserves, london arts organisation calls funds covid 19 lockdown hits cash reserves,https://www.theguardian.com/culture/2020/may/25/southbank-centre-warns-it-may-have-to-stay-closed-until-spring-2021
24/5/2020,technology;coronavirus,Guardian,UK,, The Archers returns to Radio 4 with Ambridge under lockdown, Soap opera scraps interaction in favour of monologues recorded at actors’ homes, soap opera scraps interaction favour monologues recorded actors’ homes,https://www.theguardian.com/tv-and-radio/2020/may/24/the-archers-returns-to-radio-4-with-ambridge-under-lockdown
25/5/2020,coronavirus;technology,Guardian,UK,, Doctors condemn secrecy over false negative Covid-19 tests, Research has found as many as 29% of swab tests on infected people come back negative, research found many 29  swab tests infected people come back negative,https://www.theguardian.com/world/2020/may/25/doctors-condemn-secrecy-over-false-negative-covid-19-tests
25/5/2020,coronavirus;technology,Guardian,UK,, Exclusive: big pharma rejected EU plan to fast-track vaccines in 2017, World’s top drug firms turned down proposals for work on pathogens like coronavirus, world’s top drug firms turned proposals work pathogens like coronavirus,https://www.theguardian.com/world/2020/may/25/exclusive-big-pharma-rejected-eu-plan-to-fast-track-vaccines-in-2017
24/5/2020,coronavirus;technology,Guardian,UK,brazil, Jair Bolsonaro branded a 'killer' during hotdog trip as Covid-19 death toll soars, Brazilian president subject to public anger after stepping out in Brasilia on fast food errand, brazilian president subject public anger stepping brasilia fast food errand,https://www.theguardian.com/world/2020/may/24/jair-bolsonaro-branded-a-killer-for-hot-dog-trip-as-covid-19-death-toll-soars
24/5/2020,coronavirus,Guardian,UK,australia;china;jersey, Global report: Wuhan lab says its bat strains were not Covid-19 as US nears 100 000 deaths, Lab director says Trump claims virus escaped ‘pure fabrication’; fears of US second wave as states relax restrictions for start of summer, lab director says trump claims virus escaped ‘pure fabrication’  fears us second wave states relax restrictions start summer,https://www.theguardian.com/world/2020/may/24/global-report-wuhan-lab-says-its-bat-strains-were-not-covid-19-as-us-nears-10000-deaths
24/5/2020,coronavirus;technology,Guardian,UK,spain, Madrid and Barcelona follow starkly different paths out of lockdown, As bars and restaurants plan for further easing of coronavirus rules  an argument is raging over terraces and public space, bars restaurants plan easing coronavirus rules  argument raging terraces public space,https://www.theguardian.com/world/2020/may/24/madrid-and-barcelona-follow-starkly-different-paths-out-of-lockdown
25/5/2020,coronavirus;technology,Guardian,UK,germany;hungary;italy;poland, Opposition leaders across Europe walk coronavirus tightrope, Opposition parties struggle to stay politically relevant as leaders ride wave of popularity during pandemic, opposition parties struggle stay politically relevant leaders ride wave popularity pandemic,https://www.theguardian.com/world/2020/may/25/opposition-leaders-across-europe-walk-coronavirus-tightrope
