date,categories,paper,paper_country,mentioned_countries,headline,summary,news,link
04/11/2020,coronavirus;technology,Hindustan Times,India,india,India gets through biggest poll day in Covid-19 shadow,Roughly 15 million people voted in 94 constituencies across 17 districts of Bihar in the biggest phase of the assembly elections on Tuesday with a provisional turnout of 54.44%  marking a tough day for election officials who worked round-the-clock to ward off the Covid-19 threat.,Roughly 15 million people voted in 94 constituencies across 17 districts of Bihar in the biggest phase of the assembly elections on Tuesday with a provisional turnout of 54.44%  marking a tough day for election officials who worked round-the-clock to ward off the Covid-19 threat. Assembly bypolls for 54 seats in 10 seats also passed off peacefully  and the voting percentage ranged from a low of 53% in Uttar Pradesh to a high of 87%in Nagaland. The most crucial among the bypolls is in Madhya Pradesh  where 28 seats are up for grabs in the 230-member assembly. In Bihar  the provisional turnout was 1.73 percentage points less than the 2015 assembly polls (56.17%) in these constituencies. It was also lower than the first phase (55.69%) in 71 constituencies on October 28.  To be sure  polling numbers are usually revised upwards the day after polling  and Bihar’s chief electoral officer (CEO) HR Srinivasa said he expected the final voter count to go up by Wednesday because the final vote count in 13 constituencies was yet to come. “The electoral exercise going on in the country is by far the largest exercise in the world amid the pandemic...the voter turnout in the first phase has been exceptionally good. The voter turnout has further continued and the confidence level has been much more in this phase ” Election Commission (EC) secretary general Umesh Sinha said. State capital Patna recorded the lowest voter turnout at 48.23%. Patna’s Digha constituency  the largest assembly segment in terms of electorate (450 000)  recorded the lowest voter turnout at 34.5%  followed by Bankipur at 35.9% and Kumhrar at 36.4%. Muzaffarpur district topped with the highest provisional turnout of 59.98%  followed by West Champaran at 59.69%  and Begusarai at 58.82%  according to information shared by the chief electoral officer.  The polls sealed the fate of top Rashtriya Janata Dal (RJD) leaders  Tejashwi Yadav and his brother Tej Pratap Yadav  as well as four sitting ministers. In all  1 463 candidates were in the fray. Voting was largely peaceful  barring isolated instances of stone-pelting and clashes in Saran and Muzaffarpur. An electronic voting machine (EVM) was broken by a young manin Saran. Police detained as many as 62 people across the state and seized 726 illegal firearms.  Srinivasa said 152 control units  219 ballot units and 540 VVPAT (voter verification audit trail) were changed following snags. A total 50 115 control units  73 210 ballot units and 53 853 VVPAT were used during the second phase  he added. Polling began at 7am  but the time for conclusion was extended by one hour till 6pm to facilitate Covid-19 patients and those with symptoms to exercise their franchise during the final hour. The process concluded early in Maoist-hit areas. The third and final phase of Bihar polls  for 78 seats  is on November 7.  Stakes were also high in Madhya Pradesh  which saw roughly 70% voting with sporadic incidents of violence reported from some areas in the Gwalior-Chambal region  resulting in bullet injuries to four persons. In the 2018 assembly elections  73.39% polling was reported from these constituencies.  “The polling was peaceful. The incidents of violence mainly took place away from the polling centres. The voter turnout was good in view of Covid situation. During polling 44 ballot units  37 control units and 155 VVPAT machines had to be replaced ” said additional chief electoral officer  Madhya Pradesh  Arun Kumar Tomar.  The ruling Bharatiya Janata Party (BJP) needs eight seats to maintain its majority in the assembly.  The commission said Chhattisgarh recorded 71.99% turnout  Gujarat 58.58%  Haryana 68% and Jharkhand 62.51%. Polling in Odisha stood at 68.08%  Nagaland at 83.69%  and Telangana at 83%. Eight assembly seats in Gujarat  seven in Uttar Pradesh  two each in Odisha  Nagaland  Karnataka and Jharkhand  and one each in Chhattisgarh  Telangana and Haryana went to the polls on Tuesday. Their results  along with that for Bihar  will be out on November 10.,https://www.hindustantimes.com/assembly-elections/india-gets-through-biggest-poll-day-in-covid-19-shadow/story-qTRXnq2o5Z649TSQGu7g4J.html
03/11/2020,coronavirus,Hindustan Times,India,china;australia;bangladesh;comoros;germany;france;india;japan;kuwait;sri lanka;maldives;myanmar;mozambique;mauritius;singapore;seychelles;yemen;south africa,In foreign secretary’s London speech  a message on Indo-Pacific and ‘rise of China’,Shringla outlined New Delhi’s plans to work with other countries across the region to ensure a rules-based order  maritime security and stability.,The rise of China and the need for global rebalancing have contributed to the current focus on the Indo-Pacific  a region through which 90 percent of India’s international trade travels  foreign secretary Harsh Shringla said on Tuesday. Speaking at the think tank Policy Exchange in London on the theme “India’s vision of the Indo-Pacific”  Shringla outlined New Delhi’s plans to work with other countries across the region to ensure a rules-based order  maritime security and stability. “The Indo-Pacific ocean system carries an estimated 65 percent of world trade and contributes 60 percent of global GDP. Ninety percent of India’s international trade travels on its waters  he said  noting that the shift in the economic trajectory from the Atlantic to the Indo-Pacific has been “hugely consequential”. He added  “The rise of China and the imperative for a global rebalancing have added to the mix. A rules-based international order is achievable only with a rules-based Indo-Pacific.” India  he said  will work for an “Indo-Pacific guided by norms and governed by rules  with freedom of navigation  open connectivity  and respect for the territorial integrity and sovereignty of all states”. Also read: Military talks with China to resolve border row likely on November 6 Shringla  who is in the UK as part of a three-nation tour that also took him to France and Germany  focused on the growing cooperation between India and its neighbours as well as countries such as the US  Australia and Japan across the Indo-Pacific  both to protect freedom of navigation and to boost trade. “We have sought to strengthen security and freedom of navigation in the Indo-Pacific by becoming a net security provider – for instance in peacekeeping efforts or anti-piracy operations in the Gulf of Aden ” he said. In the past six years  India has provided coastal surveillance radar systems to Mauritius  Seychelles  Sri Lanka  the Maldives  Myanmar and Bangladesh  and all these countries  as well as Mozambique and Tanzania  use Indian-made patrol boats  he said. Mobile defence training teams have been deputed to 11 countries  from Vietnam to South Africa and Myanmar  and the Indian Navy’s Information Fusion Centre for the Indian Ocean Region has enhanced maritime domain awareness among partners. India has also developed capacities for humanitarian assistance and disaster relief (HADR)  and notable missions in the Indo-Pacific included “Operation Rahat” in Yemen in 2015  when India evacuated 6 710 people  including 1 947 citizens of more than 40 countries. Amid the pandemic  India sent rapid response medical teams to countries as far apart as Kuwait and the Maldives and maintained food supply lines for Gulf nations and smaller island states such as Seychelles and Comoros. In a tacit reference to China’s Belt and Road Initiative  Shringla said India has promoted infrastructure  connectivity  economic projects and supply chains while “prioritising the needs of the host community and the ethic of equity  environmental sustainability and social viability”. Like Germany  India too believes in fair competition  avoiding over-indebtedness on the part of recipient countries and ensuring transparency and sustainability while developing connectivity  he added. For India  the Indo-Pacific stretches from the western coast of North America to the eastern shores of Africa  and the country’s strategy for the region was spelt out by Prime Minister Narendra Modi in a speech in Singapore in 2018 as the “SAGAR” or “security and growth for all in the region” doctrine  Shringla said. This includes securing supply chains  “no disproportionate dependence on a single country” and ensuring prosperity for all stakeholder nations ” he said.,https://www.hindustantimes.com/india-news/in-foreign-secretary-s-london-speech-a-message-on-indo-pacific-rise-of-china/story-9uxldjI0VFr2fibN2EXJeL.html
03/11/2020,coronavirus;government,Hindustan Times,India,india,Chhattisgarh: Marwahi assembly bypoll records voter turnout of 77% amid security  Covid-related restrictions,Marwahi which is reserved for Scheduled Castes (SCs) has an electorate strength of 1 91 004 comprising 93 725 men  97 265 women and four belonging to the third gender.,The Marwahi assembly bypoll recorded a high voter turnout of 77% on Wednesday amid tight security arrangements and other protocols related to the coronavirus (Covid-19) outbreak across India. Voters exercised their franchise from 7am to 6pm. Results for the Marwahi assembly bypoll would be declared on November 10. A poll official situated in Raipur said  “Polling in Marwahi started at 7 am and went smoothly till the deadline at 6 pm. Total around 77%polling has been registered till 6 pm and still polling is going on at some booths.” The final turnout was expected rise late in the evening  the official added Marwahi which is reserved for Scheduled Castes (SCs) has an electorate strength of 1 91 004 comprising 93 725 men  97 265 women and four belonging to the third gender. A total of 286 polling stations were set up in the constituency out of which 126 were categorised as sensitive. As many as 1 400 security personnel were deployed for election duty across all stations. Top contenders from Marwahi in 2020 were K K Dhruw from the Congress and Gambheer Singh from the Bharatiya Janata Party (BJP). The by-poll was necessitated after Janata Congress Chhattisgarh (JCC) MLA and former Chhattisgarh chief minister Ajit Jogi passed away in May this year.  Chief minister Bhupesh Baghel led the campaign for Congress and visited the constituency four times last month. The party highlighted several pro-farmer and pro-tribal initiatives of the state government including the Rajiv Gandhi Kisan Nyay Yojna  cow dung procurement scheme  distribution of forest rights certificates  and relief measures to combat Covid-19. Raman Singh- national vice president of BJP and also former chief minister of Chhattisgarh was in charge of the party’s outreach in the state. BJP targeted the ruling Congress government alleging it failed on all fronts and the law and order situation had deteriorated. Marwahi  once a stronghold of the Jogis  did not see any participation from the family in the 2020 bypoll after Ajit Jogi’s son Amit’s nomination from the JCC was rejected due to a case of a fake caste certificate. Nomination papers of Amit’s wife Richa were also cancelled by the district collector on the same ground. In the 2018 assembly polls  Ajit won the constituency by a thumping majority of 74 041 votes. The second spot was  bagged by Archana Porte of the BJP and she secured 27 579 votes. The difference between the winner and runner-up was 46 462 votes. Congress came third in 2018.,https://www.hindustantimes.com/india-news/chhattisgarh-marwahi-assembly-bypoll-records-voter-turnout-of-77-amid-security-covid-related-restrictions/story-tW3SUrroAnhwIJ6eyLACqO.html
03/11/2020,technology,Hindustan Times,India,india,Railways to implement artificial intelligence  data analytics for better operational efficiency,The Indian School of Business in Hyderabad has been assigned to plan an introductory capacity building program and formulate a report on the industrial practices of AI on rail transport and benchmarking.,The railways is set to go big with artificial intelligence and data analytics to improve its operational efficiency and has tied up with the Indian School of Business in Hyderabad to analyse the data generated by the national transporter  Railway Board Chairman V K Yadav said. He said the railways will set up a Centre for Excellence in this regard in the next three months. The Railway Board has taken a decision to appoint a Chief Technology Officer (CTO) in every zonal railways whose mandate will be to keep track of emerging technologies in analytics and artificial intelligence (AI) and use it in the rail system  Yadav said. “We have passengers-related data  train operations-related data  freight data and even asset-related data. We want to analyse all this data with the help of AI and analytics and use it in our Passenger Reservation System (PRS)  introduction of new trains and even predictive asset maintenance. We have tied up with the Indian School of Business (ISB) for this ” he said. The Indian School of Business in Hyderabad has been assigned to plan an introductory capacity building program and formulate a report on the industrial practices of AI on rail transport and benchmarking. It will also develop a report on establishing the centre for excellence and an advanced capacity building program. Meanwhile  the railways has already trained 88 officials over the last two months for this purpose and such training will be provided for identified officials in every zone and division. The training modules include cloud computing  data science  big data analytics  AI using reinforcement learning and AI for autonomous vehicles.  According to officials  the railways has not only planned to have a CTO in zonal headquarters  but also an assistant chief technology officer (ACTO) in divisions directly reporting to the General Manager and Divisional Railway Managers respectively. Six to ten officers in divisions and about 20 in zonal headquarters will be identified for training in data analytics and AI. They will be formally trained in institutes like IITs  ISB  IIMs  IIIT in the two subjects (of data analytics and AI). The railways is also looking at development of data sharing protocols with the Centre for Railway Information Systems (CRIS)  RailTel and others  they added.,https://www.hindustantimes.com/india-news/railways-to-implement-artificial-intelligence-data-analytics-for-better-operational-efficiency/story-iyMP1Yh5WyZKSP05dj8qOM.html
03/11/2020,coronavirus;government,Hindustan Times,India,,Odisha bans sale  use of firecrackers amid Covid-19,Chief Secretary A K Tripathy issued a direction to prohibit sale and use of firecrackers in all parts of the state from November 10 to 30.,The Odisha government on Tuesday banned the sale and use of firecrackers across the state during the festive season to check air pollution which can aggravate health conditions of Covid-19 patients. The period of the ban is from November 10 to 30  according to a government order. Click here for complete coverage of Covid-19 The people of the state burst firecrackers on the occasion of Deepavali and Kartik Purnima  which fell on November 14 and 30 respectively this year. Chief Secretary A K Tripathy issued a direction to prohibit sale and use of firecrackers in all parts of the state from November 10 to 30.   “Any person found violating this order shall be punished under the provision of the Disaster Management Act  2005 and other relevant laws ” the order said. “Considering the potentially harmful consequences of burning of crackers amidst Covid-l9 pandemic situation and approaching winter  Government of Odisha  therefore  prohibits the sale and use of fire crackers from 10th to 30th of November 2020 in public interest ” the chief secretary said. Deepavali is the festival of lights and it may be celebrated in the traditional way by lighting of earthen lamps  candles and other traditional lighting materials. Stating that the spread of Covid-19 pandemic has been controlled in Odisha to a significant extent  the order said that the people at large supported the government in controlling the situation. Though the number of active cases has shown a dip in the state  the danger is still very much present  Tripathy said adding that Covid-19 resurfaced in some parts of the country and in the world forcing them to re-impose lockdowns and other extreme measures to contain the situation and further spread of the disease. Tripathy also pointed out that the international experience shows that the coming winter season may see further spread of the pandemic. It is generally observed that elderly people  children  persons with comorbidities and others develop respiratory problems during winter  he said. This apart  the air pollution  higher concentration of Suspended Particulate Matter (SPM) in the air aggravates the respiratory problems. “It is a well-known fact that burning of the fire crackers releases copious amounts of harmful chemicals like nitrous oxide  sulphur dioxide  carbon monoxide  which have severe impact on the respiratory health of vulnerable groups ” he said.   Such pollutants can further aggravate health conditions of Covid-19 positive persons besides persons staying in home isolation  he said. The chief secretary also issued an instruction to the local administrations and police to take measures for the implementation of the order.,https://www.hindustantimes.com/india-news/odisha-bans-sale-use-of-firecrackers-amid-covid-19/story-J09bboO5jJjY0qj3bl4tIP.html
03/11/2020,coronavirus;government,Hindustan Times,India,,Bengal govt urges people not to burst firecrackers during Kali puja  Diwali,“With everybody’s cooperation  we want to hold the Kali Puja and Diwali festivals avoiding firecrackers. The administration appeals to people to avoid firecrackers ” Chief Secretary Alapan Bandyopadhyay said.,The West Bengal government on Tuesday appealed to people to avoid bursting firecrackers during the upcoming Kali Puja and Diwali festivals in order to check air pollution which is hazardous for Covid-19 patients. “With everybody’s cooperation  we want to hold the Kali Puja and Diwali festivals avoiding firecrackers. The administration appeals to people to avoid firecrackers ” Chief Secretary Alapan Bandyopadhyay said. No procession will be allowed during the immersion of the Kali idols  he said after holding a meeting with Chief Minister Mamata Banerjee in this regard. Bandyopadhyay said that Kali puja pandals should be open  following Covid-19 safety protocols. “Puja committees should ensure that visitors wear masks  maintain physical distancing and hygiene ” he said.,https://www.hindustantimes.com/india-news/bengal-govt-urges-people-not-to-burst-firecrackers-during-kali-puja-diwali/story-MQDNngGrWTrLj9U56IxSZO.html
03/11/2020,technology,Hindustan Times,India,china;australia;india;japan;united states,Military talks with China to resolve border row likely on November 6,The eighth round of talks will be led for the first time by the new commander of the Leh-based 14 Corps  Lieutenant General PGK Menon.,Talks with China to reduce friction in the sensitive eastern Ladakh theatre may resume soon  with the eighth round of military dialogue between the Indian Army and the People’s Liberation Army (PLA) expected to take place this week  officials familiar with the ongoing border row said on Tuesday.  There are indications that the dialogue could take place along the contested Line of Actual Control (LAC) in the Chushul sector on November 6  the officials said.  Indian and Chinese military commanders met for the seventh time on October 12  with the Indian side demanding comprehensive disengagement at all flashpoints and restoration of status quo ante of early April during the talks. The two sides agreed to continue with the dialogue process to arrive at a mutually-acceptable solution for early disengagement in the eastern Ladakh theatre.  The eighth round of talks will be led for the first time by the new commander of the Leh-based 14 Corps  Lieutenant General PGK Menon.  Both armies are prepared for a long haul in the Ladakh sector and are likely to hold forward positions along the LAC through the harsh winter months. India has made vigorous attempts to provide logistics support to its forward deployed soldiers  including the supply of specialised winter clothing sourced from the United States  the officials said. India has imported more than 15 000 sets of extended cold weather clothing system (ECWCS) from the US  with the emergency supply made by activating the Logistics Exchange Memorandum of Association (LEMOA)  the officials said.  India signed the LEMOA  the first of the three foundational agreements proposed by Washington to deepen bilateral military cooperation  with the US in August 2016.  Defence minister Rajnath Singh had on October 28 said that talks with China for peaceful resolution of the border crisis would continue even as Indian troops are “standing firm” in forward areas. Addressing the army’s top leadership during the army commanders’ conference last month  Singh said that soldiers would be equipped with best weapons and gear to carry out their duties.  The border row is in its sixth month and efforts to disengage and de-escalate have yielded no results. The latest round of military talks comes at a time when China is closely tracking the Malabar exercise  kicked off by the navies of India  United States  Japan and Australia in the Bay of Bengal on Tuesday amid Chinese sabre-rattling in the Indo-Pacific region. The 24th edition of the Malabar exercise is being held in two phases - the first phase in the Bay of Bengal from November 3 to 6 and the second phase to be held off India’s west coast in mid-November.  China has been wary of the Quadrilateral security dialogue or Quad that was revived in late 2017 by India  the US  Australia and Japan  and these suspicions have increased since the four countries upgraded the forum to the ministerial level last year.,https://www.hindustantimes.com/india-news/military-talks-with-china-to-resolve-border-row-likely-on-november-6/story-soLF49XVH1Q9yNewW2jShJ.html
03/11/2020,technology;government,Hindustan Times,India,india,India’s evidence on Nirav Modi admissible: UK court,District judge Samuel Goozee said he was bound by the Mallya judgement delivered by Emma Arbuthnot  who also dealt with the issue of admissibility of India’s evidence and decided to accept them. He said he would adopt the “approach taken in Mallya”.,Citing the December 2018 judgement on the extradition of businessman Vijay Mallya  the Westminster Magistrates Court on Tuesday rejected objections by diamantaire Nirav Modi’s defence team on admitting evidence submitted by the Indian government in the latter’s extradition case. District judge Samuel Goozee said he was bound by the Mallya judgement delivered by Emma Arbuthnot  who also dealt with the issue of admissibility of India’s evidence and decided to accept them. He said he would adopt the “approach taken in Mallya”. Modi’s lawyer Claire Montgomery  who also appeared for Mallya  raised objections on the admissibility of witness statements made under section 161 of the Indian Penal Code  among others. She also referred to remarks on the admissibility issue by legal expert Martin Lau  who was a witness presented by Modi’s team. Statements of several witnesses to Modi’s alleged fraud are part of India’s documentation in the case  including individuals who alleged that they were threatened at the behest of Modi. Modi  who is lodged in the Wandsworth jail  is the subject of two extradition requests; one processed by the Central Bureau of Investigation and the other by the Enforcement Directorate. Charges against Modi involve a Mumbai branch of the Punjab National Bank (PNB) that extended his companies loans worth over Rs 11 300 crore. The CBI case relates to large-scale fraud upon PNB  through the fraudulent obtaining of Letters of Understanding (LOUs/loan agreements); the ED case relates to the laundering of the proceeds of that fraud. The second extradition request was made on the basis of two additional offences as part of the CBI case  relating to allegations that Modi interfered with the CBI investigation by “causing disappearance of evidence” and intimidating witnesses (”criminal intimidation to cause death”). Further hearings are scheduled in early December and on January 7  8 for final submissions. The magistrates court cleared Mallya’s extradition in December 2018. His appeals in the high court were also turned down  but the extradition currently awaits resolution of a legal process  widely believed to be an application for asylum.,https://www.hindustantimes.com/world-news/india-s-evidence-on-nirav-modi-admissible-uk-court/story-lgUBChHht4toLFozSvjBVP.html
04/11/2020,government,Hindustan Times,India,,Mehbooba Mufti vows to fight for Valley’s youth  restore J&K’s special status,Peoples Democratic Party (PDP) president Mehbooba Mufti on Tuesday vowed to safeguard the future of the youth of Jammu and Kashmir by striving for the restoration of the erstwhile state’s special status.,Peoples Democratic Party (PDP) president Mehbooba Mufti on Tuesday vowed to safeguard the future of the youth of Jammu and Kashmir by striving for the restoration of the erstwhile state’s special status. In an interactive session with the youth wing of her party  she asked them to remain ready to fight for the “basic rights  integrity and injustice”  especially the decisions taken after August 5  2019. Since her release after 14 months in detention  it was the PDP chief’s first interaction with the party’s youth arm at her residence  where she asked them about the situation in their respective areas. Extending their support to her  the youth leaders of the party said they will fight against the new laws and will never accept the unilateral changes made by the Centre after the scrapping of Article 370. Mehbooba later said that selected youth were called by the party for the special meet. “I wanted to hear from the youth about the political and economic situation in their areas.” People have been facing a lot of hardships since August 5 last year when the special powers of J&K were removed  said Mehbooba. “The central government’s policy since then has been anti-people and anti-J&K. Recently  it (government) introduced the provision to prematurely retire government employees after 22 years of service. The new land laws and domicile law were also discussed in this interaction ” she told the media. She told the youth that PDP will be on the forefront to face any situation. “I will be leading the youth in this fight. We have already fought with the task force  surrendered militants and Prevention of Terrorism Act (POTA). Today  our fight is for our own integrity and for resolution of the Kashmir issue. I will fight for the future of the youth.” Ever since Mehbooba’s release from detention  the PDP workers have been actively organising meetings and protests both in Kashmir and Jammu  despite many senior PDP leaders leaving the party. Recently  three senior leaders resigned from the party in the Jammu region. However  the PDP chief has been able to galvanise the party cadres since her release.,https://www.hindustantimes.com/cities/mehbooba-vows-to-fight-for-valley-s-youth-restore-j-k-s-special-status/story-iOUohb9fI5olFs50MRs6aK.html
03/11/2020,coronavirus,Hindustan Times,India,,Amit Shah to commence 2-day Bengal visit from Thursday,Shah  along with BJP national general secretary Kailash Vijayvargiya  vice-president Mukul Roy and state chief Dilip Ghosh  will interact with booth and district-level leaders and various social groups  party sources said.,Union home minister and senior BJP leader Amit Shah will visit West Bengal for two days from November 5 and hold meetings with partymen in Bankura and Kolkata to take stock of the party organisation ahead of the 2021 assembly polls  a senior leader said on Tuesday. This will be Shah’s first visit to the state since the Covid-19 outbreak. He had last visited the state on March 1. The home minister’s visit assumes significance with West Bengal Governor Jagdeep Dhankhar criticising the “worsening” law and order situation in the state. Dhankhar had met Shah in New Delhi last week and discussed the “state of affairs and affairs of the state”. BJP state general secretary Sayantan Basu said that Shah will arrive in Kolkata on the night of November 4. He will visit Bankura the next day and hold an organisational meeting with BJP leaders of East and West Midnapore  Birbhum  Purulia and Bankura districts. “He will return to Kolkata in the evening. On November 6  he will visit the Dakineshwar Kali Temple and meet classical singer Pandit Ajoy Chakrabarty. Later  he will hold a meeting with the state BJP leaders ” Basu said. Shah is also likely to have lunch at the house of BJP activists both in Bankura and in Kolkata  he said. Shah  along with BJP national general secretary Kailash Vijayvargiya  vice-president Mukul Roy and state chief Dilip Ghosh  will interact with booth and district-level leaders and various social groups  party sources said. State BJP leaders have been demanding imposition of President’s Rule in Bengal citing “breakdown of the rule of law”. Shah’s visit will take place days after the major organisational change in the state BJP. Its general secretary (organisation) Subrata Chattopadhyay was removed and his deputy Amitava Chakraborty was elevated to the post by the central leadership. The 2021 Bengal assembly polls  due in April-May  has assumed significance for the BJP as it will try to cash in on its growing prominence in state politics  while Chief Minister Mamata Banerjee will seek to return to power for the third straight time. The saffron party after having a limited presence in the politically polarised state for decades  has emerged as the main rival of the TMC by winning 18 of the 42 Lok Sabha seats in West Bengal in the 2019 general election. With the BJP’s strength increasing in the state in the last few years  where it has never been in power  its leaders are upbeat that the party will end the TMC’s 10-year-long rule.,https://www.hindustantimes.com/kolkata/amit-shah-to-commence-2-day-bengal-visit-from-thursday/story-tEaO9k8SdJWnKbMowPnrCN.html
03/11/2020,coronavirus,Hindustan Times,India,,Karnataka assembly bypolls: 39.15 per cent polling at RR,By 3 pm  the voting percentage was 62.1 in Sira and 32.41 in RR Nagar.,Polling for the Rajarajeshwari Nagar and Sira assembly by-elections in Karnataka held under the shadow of coronavirus concluded peacefully without any major glitches on Tuesday.   Poor voter turnout marked the Rajarajeshwari Nagar bypoll with a polling percentage of only 39.15  whereas in Sira 77.34 per cent voting took place till 5 pm  according to the office of the Chief Electoral Officer Sanjiv Kumar. The death of Sira JD(S) MLA B Satyanarayana in August and resignation of RR Nagar Congress MLA Munirathna from the assembly last year led to the bypolls. Till 9 am the voting did not pick up in both the constituencies as about 8 per cent voting took place.  It picked up in Sira  at 11 am with 23.63 per cent but there was slight increase in RR Nagar with 14.44 per cent polling. By 3 pm  the voting percentage was 62.1 in Sira and 32.41 in RR Nagar. According to information received from the office of the Chief Electoral Officer  polling started at 7 am and will continue till 6 pm in the two constituencies with a voting population of 6 78 012  including 3 26 114 women.   There are 1 008 polling stations  comprising 678 in RR Nagar and 330 in Sira  Chief Electoral Officer Sanjiv Kumar said in a statement.   In view of the pandemic  standard protocol of face masks was made mandatory for the voters as well as the polling staff.  Arrangements were made for thermal screening and hand sanitisers made available at the polling stations.  Security was beefed up around the polling stations.   The Bruhat Bengaluru Mahanagara Palike (city corporation) had made separate arrangements for coronavirus- infected people to cast their votes in RR Nagar.   There are 31 candidates in the fray in the bypolls -- 15 in Sira and 16 in RR Nagar  including those from the Congress  BJP and the JD(S).   In RR Nagar  the BJP has fielded former Congress MLA Munirathna as its candidate whereas the Congress has given ticket to H Kusuma  wife of former IAS officer late D K Ravi in the seat traditionally held by the party.  The JD(S) has fielded V Krishnamurthy.   In Sira  the BJP  Congress and JD(S) have fielded radiologist Dr Rakesh Gowda  former minister T B Jayachandra and former (JD-S) MLA B Satyanarayana’s wife Ammajamma respectively.   In the 224-seat assembly  BJP has 116 MLAs minus the speaker  Congress 67  and JD(S) 33  BSP one and there are two independents.  There is also a nominated member.,https://www.hindustantimes.com/india-news/karnataka-assembly-bypolls-39-15-per-cent-polling-at-rr/story-6yadlLLjsEpalKdE9UNrlJ.html
03/11/2020,coronavirus,Hindustan Times,India,nepal;india;myanmar,Army chief off to Nepal  visit expected to ease ties after border row,General Naravane will be in Nepal during November 4-6  when he will meet his Nepalese counterpart General Purna Chandra Thapa and top civilian leaders.,Indian Army chief General Manoj Mukund Naravane will head for Kathmandu on Wednesday on a three-day visit that is expected to smoothen bilateral ties with Nepal after a bitter border row  especially by building on the traditionally strong military relationship between the two countries  officials familiar with developments said on Tuesday.  Naravane will be in Nepal during November 4-6  when he will meet his Nepalese counterpart General Purna Chandra Thapa and top civilian leaders. Nepal’s President Vidya Devi Bhandari will confer the honorary rank of general of the Nepali Army to Naravane at an investiture ceremony on November 6  the officials said.  Bilateral ties were hit in May after defence minister Rajnath Singh inaugurated a key border road to Lipulekh region  which is claimed by Nepal. Kathmandu responded by issuing a new map that showed Kalapani  Lipulekh and Limpiyadhura  all controlled by India  as part of Nepalese territory  exacerbating the row.  Naravane’s visit is expected to lay the groundwork for much-anticipated talks between the two sides on the border issue  the officials said.  “I am delighted to be visiting Nepal and to meet my counterpart General Purna Chandra Thapa. I am sure that this visit will go a long way in strengthening the bonds and friendships that the two armies cherish ” Naravane said on the eve of his Nepal visit.  Also read: Gilgit-Baltistan - Pak plays the role of supplicant to Chinese expansion He said he would be calling on the Nepali PM and it was a great honour for him to be conferred the honorary rank of general of the Nepali Army by President Bhandari. Naravane’s visit comes days after Research and Analysis Wing (RAW) chief Samant Kumar Goel made a low-key visit to Kathmandu during which he met Nepalese Prime Minister KP Sharma Oli.  The spokesperson of the Indian embassy in Kathmandu  Naveen Kumar  on Tuesday said that the army chief’s visit would deepen the long-standing and customary bonds of friendship between the two armies.  “His visit will provide an opportunity for both sides to discuss the bilateral defence partnership and explore avenues to further strengthen it for mutual benefit ” the Indian embassy in Kathmandu tweeted.  The officials said the army chief is expected to interact with Indian Army pensioners in Nepal during the visit - there are 136 000 pensioners in that country and form part of the strong links between the two sides.  This will be Naravane’s second visit with a diplomatic purpose after his recent tour of Myanmar where he accompanied foreign secretary Harsh Shringla and was part of talks on security cooperation and developmental issues.  India’s assistance to Myanmar currently stands at $1.4 billion  and New Delhi will provide debt service relief under the G20 debt service suspension initiative to Myanmar from May to December to mitigate the impact of the Covid-19 pandemic.,https://www.hindustantimes.com/india-news/army-chief-off-to-nepal-visit-expected-to-ease-ties-after-border-row/story-PRuPUg7OXJpPqlaQWcRNWI.html
03/11/2020,coronavirus;government,Hindustan Times,India,,Gujarat: Amid decline in Covid-19 cases  demand for Remdesivir  oxygen falls,Gujarat has been adding less than 1 000 cases in its daily Covid-19 tally since the last week. On Friday  954 fresh cases and six more related deaths were logged which pushed the tally and death toll to 175 633 and 3 734 respectively  the state’s health department showed.,Amid  fall in the new number of coronavirus (Covid-19) cases in Gujarat  the Food and Drug Control Administration (FDCA) on Tuesday said the demand for oxygen and drugs like Remdesivir has fallen.  Gujarat has been adding less than 1 000 cases in its daily Covid-19 tally since the last week. On Friday  954 fresh cases and six more related deaths were logged which pushed the tally and death toll to 175 633 and 3 734 respectively  the state’s health department showed.  The active cases have climbed to 12 451 while nearly 160 000 people have recovered from Covid-19 so far.  According to news agency PTI  FDCA commissioner H G Koshiya said the demand for medical oxygen decreased to 135 tons per day in October compared to 240 tons per day in September.  “Cases of coronavirus in the state are declining and the demand and consumption of medical oxygen  Remdesivir injections and Favipiravir tablets  which are useful in its treatment  has seen a big decline ” Koshiya added. Both Remdesivir and Favipiravir are being used to combat the disease.  In September  26 lakh Favipiravir tablets (200 mg) which were prescribed for mild cases were consumed. Their consumption further came down to four lakh in October.  Also the consumption of this tablet at 400 mg declined to 2.8 lakh in October as compared to six lakh in September. Koshiya highlighted that the number of Remdesivir injections sold in the open market came down to around 83 000 in October from1.80 lakh in September and its use in government hospitals in the state also came down from 30 000 in October from 40 000 in September.  (With PTI inputs),https://www.hindustantimes.com/india-news/gujarat-amid-decline-in-covid-19-cases-demand-for-remdesivir-oxygen-falls/story-8TMs0lTQ44TNSE0EevXmdL.html
